Student ID,Age,Gender,Home Region,Home City,Program ID,Program Main Category Code,Program Sub Category Code,Technology Type,Program Skill Level,Program Presentation Method,Program Start Date,Program End Date,Program Days,Completed Degree,Level of Education,College,University Degree Score,University Degree Score System,Employment Status,Job Type,Still Working,Y,Age Range by Program
d160dc7d-6e02-4271-9560-9d04baf0917f,31,Male,Riyadh Region,Riyadh,a5a9e969-2d2d-4a17-a8e9-b1589d970847,CAUF,SWPS,Emerging,Beginner,In-person,2022-12-11,2022-12-22,12,Yes,Bachelor,Information and Communication Technology,2.0,4.0,Employed,Full-time,Yes,0,20-32
4fc34720-7c4c-4ac5-b9bc-257568657330,23,Male,Qassim Region,Buraidah,ee1206d8-ea7a-492e-af9d-24d6f4039e18,PCRF,PCRF,Emerging,Beginner,In-person,2023-04-02,2023-04-06,5,Yes,Bachelor,"Engineering, Manufacturing and Construction",4.12,5.0,Graduate,No Job,No,0,20-42
22692b36-b3b1-4193-bc1e-d39c8953fd2c,27,Male,Riyadh Region,Riyadh,ec39b045-a8a4-4ae6-bc4b-c108c9562904,PCRF,PCRF,Traditional,Intermediate,In-person,2022-11-20,2022-12-01,12,Yes,Bachelor,Information and Communication Technology,3.52,4.0,Employed,Full-time,Yes,0,21-38
08082ce8-49b1-41ff-ba2d-3f607ea402a3,20,Female,Riyadh Region,Riyadh,4185c029-c93a-49d0-87c3-fcede7b57048,CAUF,No sub,Supportive,Beginner,In-person,2023-01-08,2023-01-12,5,Yes,Bachelor,Information and Communication Technology,5.0,5.0,Student,No Job,No,0,20-56
8ec460c1-110e-46be-92eb-eb8920054795,31,Female,Makkah Region,Makkah,ce3562c8-8d27-4ffb-8dfc-e1dd4527b32a,PCRF,PCRF,Traditional,Beginner,Remote,2023-01-15,2023-01-19,5,No,Bachelor,"Social Sciences, Journalism and Media",2.88,4.0,Freelance,Flexible,Yes,1,19-46
f19c158e-fe6b-4281-86d9-ab5e7168467f,39,Female,Riyadh Region,Riyadh,1fb68d0e-0fc7-4178-9911-2ee82feed9c7,PCRF,PCRF,Traditional,Advanced,In-person,2024-01-07,2024-01-11,5,Yes,Diploma,Information and Communication Technology,4.92,5.0,Unemployed,No Job,No,0,21-39
77c08899-820d-4b60-926e-cf206d17b72e,35,Female,Tabuk Region,Tabuk,ce3562c8-8d27-4ffb-8dfc-e1dd4527b32a,PCRF,PCRF,Traditional,Beginner,Remote,2023-01-15,2023-01-19,5,No,Bachelor,Information and Communication Technology,4.11,5.0,Unemployed,No Job,No,1,19-46
5256295b-4d26-4da7-80e5-f5e1b9828a84,38,Male,Riyadh Region,Riyadh,55a8f0c7-7fdc-4574-9828-44e5979f7c78,PCRF,PCRF,Traditional,Advanced,In-person,2023-05-28,2023-06-01,5,Yes,Bachelor,Information and Communication Technology,4.65,5.0,Employed,Full-time,Yes,0,24-45
f3fb2344-c9b8-43cd-9c98-428adda9afa7,29,Female,Makkah Region,Holy Capital,899795e1-7bf3-46d0-a58e-824d4033f6da,PCRF,PCRF,Traditional,Intermediate,Remote,2023-05-14,2023-11-02,173,Yes,Bachelor,Information and Communication Technology,4.0,4.0,Student,No Job,No,1,21-42
3596cf29-2e16-4d30-a6d0-765cbd8cac92,22,Female,Riyadh Region,Riyadh,a2361bd7-8d8a-465c-a552-fcfcde587f0a,CAUF,No sub,Traditional,Beginner,In-person,2023-03-05,2023-03-09,5,Yes,Secondary,No College,96.0,100.0,Student,No Job,No,0,19-42
9eca28ea-6ce5-492e-aae3-62e4bec8f6a1,33,Male,Riyadh Region,Riyadh,2fae1242-c8be-49f1-99bb-01f6edb0b464,PCRF,PCRF,Traditional,Intermediate,In-person,2023-07-16,2023-07-27,12,Yes,Bachelor,Information and Communication Technology,3.0,5.0,Unemployed,No Job,No,0,22-41
0e4069d2-fe70-47cb-8de5-d01b82f084a3,32,Female,Riyadh Region,Riyadh,aee3a7b8-28ea-4b9d-963f-2f1413b81c04,PCRF,PCRF,Emerging,Intermediate,Remote,2023-07-23,2023-08-03,12,Yes,Master,Information and Communication Technology,3.6,4.0,Employed,Full-time,Yes,0,19-44
6f729fce-2336-4dad-a73e-5c41467483a4,24,Female,Riyadh Region,Riyadh,d710aa58-f37b-4dfe-8321-80c30c833c7c,CAUF,SWPS,Traditional,Intermediate,In-person,2023-03-05,2023-03-16,12,Yes,Bachelor,Information and Communication Technology,4.0,5.0,Unemployed,No Job,No,0,23-31
4fea0fef-681b-494a-bee9-d815a5659dc2,28,Male,Riyadh Region,Riyadh,2ec15f6b-233b-428a-b9f5-e40bc8d14cf9,TOSL,TOSL,Emerging,Beginner,In-person,2023-07-23,2023-08-24,33,Yes,Bachelor,Information and Communication Technology,3.0,5.0,Employed,Full-time,Yes,0,21-38
badecb85-57f5-4d46-8b39-e758404ebaeb,24,Male,Riyadh Region,Riyadh,2ec15f6b-233b-428a-b9f5-e40bc8d14cf9,TOSL,TOSL,Traditional,Intermediate,In-person,2023-09-17,2023-10-19,33,No,Bachelor,Information and Communication Technology,4.24,5.0,Graduate,No Job,No,1,21-38
ff2090bc-d2de-4350-a5cb-7b6e36c2b3fd,20,Female,Riyadh Region,Riyadh,84878a26-c398-48e9-a5b2-2c6d8efaa550,CAUF,SWPS,Traditional,Beginner,In-person,2022-11-20,2022-11-23,4,Yes,Bachelor,Arts and Humanities,4.42,5.0,Student,No Job,No,0,19-24
9e38fa97-a6e9-4b39-8174-b0640773c25f,24,Male,Riyadh Region,Riyadh,cf7e3c98-fc01-4604-ada5-1e899444aabf,CAUF,SWPS,Traditional,Intermediate,In-person,2023-05-28,2023-06-22,26,Yes,Bachelor,Information and Communication Technology,3.42,5.0,Employed,Full-time,Yes,0,19-41
ebf00843-1285-48d6-8b75-036e860e061a,23,Female,Eastern Province,Al-Hofuf,f1836af7-20e4-4551-9571-68718889342f,CAUF,SWPS,Traditional,Intermediate,In-person,2023-07-23,2023-09-14,54,Yes,Bachelor,"Business, Management and Law",4.1,5.0,Graduate,No Job,No,0,23-36
973e4b2f-76f3-431b-a731-470da695cf27,23,Male,Riyadh Region,Riyadh,bdbae121-0a6e-47b7-ab0a-7b94fb450bc2,CAUF,SWPS,Traditional,Intermediate,In-person,2023-04-30,2023-06-22,54,Yes,Bachelor,Information and Communication Technology,4.02,5.0,Unemployed,No Job,No,0,22-31
34203183-ef25-4ca1-a91f-378ed5e79cfe,27,Male,Riyadh Region,Riyadh,549a26f0-c3f0-44b9-bb42-29dfe506cfbd,APMR,KLTM,Emerging,Intermediate,In-person,2023-05-21,2023-06-15,26,Yes,Bachelor,"Engineering, Manufacturing and Construction",3.3,4.0,Employed,Full-time,Yes,0,20-49
78168090-a658-44a1-aaaa-7d540f2f5939,24,Female,Eastern Province,Al-Ahsa,baded5ce-f707-45c8-84af-195829376404,CAUF,SWPS,Traditional,Advanced,Remote,2023-08-06,2023-08-31,26,Yes,Bachelor,Information and Communication Technology,3.75,5.0,Unemployed,No Job,No,0,21-32
86f56470-5c84-4074-ad92-750c20fdb59b,26,Female,Riyadh Region,Riyadh,3ec67853-6b57-48cc-9bc6-956e286a7c65,CAUF,ERST,Traditional,Intermediate,In-person,2023-04-02,2023-04-06,5,Yes,Bachelor,Information and Communication Technology,2.91,5.0,Employed,Full-time,Yes,0,18-43
350ae730-7939-4b18-86a7-fe60feb17023,35,Male,Riyadh Region,Riyadh,d0f06377-196d-486c-bad8-15c04f8cdad3,PCRF,PCRF,Emerging,Beginner,Remote,2023-08-06,2023-08-10,5,Yes,Bachelor,"Engineering, Manufacturing and Construction",3.0,4.0,Employed,Full-time,Yes,0,21-44
119c3d90-4a3a-4d4b-bab9-69023cdcebf1,23,Female,Riyadh Region,Riyadh,451d680f-e067-41c0-a998-6b3da3963bca,CAUF,SWPS,Traditional,Intermediate,Remote,2023-10-08,2023-10-12,5,Yes,Bachelor,Information and Communication Technology,4.0,5.0,Employed,Full-time,Yes,1,19-42
2b3aeccf-10a6-4b02-8bc8-9cf3cc9bb420,24,Male,Eastern Province,Jubail,fc4f3306-9a9a-4577-8262-2861edf5d3cb,CAUF,SWPS,Traditional,Beginner,Remote,2022-09-11,2022-09-15,5,Yes,Bachelor,Information and Communication Technology,3.0,4.0,Employed,Full-time,Yes,0,20-33
001a2d9a-54ee-4ae9-91b4-d6fe03c98ce0,29,Male,Riyadh Region,Riyadh,e94942dd-8684-4746-97ae-df567b9b0a4a,PCRF,PCRF,Emerging,Beginner,In-person,2023-05-14,2023-05-25,12,No,Bachelor,Information and Communication Technology,3.82,5.0,Employed,Full-time,Yes,1,19-41
6a5cb1fa-c61c-4010-aa26-17ae7698ad54,25,Male,Asir Region,Abha,c8b4f6d3-7705-4373-b2e0-a110f416e893,CAUF,SWPS,Traditional,Intermediate,Remote,2022-07-31,2022-09-22,54,No,Bachelor,Information and Communication Technology,3.6,5.0,Employed,Full-time,Yes,1,22-43
76cb81cc-a998-48c5-8c6a-f2bf2136d443,20,Male,Makkah Region,Jeddah,451d680f-e067-41c0-a998-6b3da3963bca,CAUF,SWPS,Traditional,Intermediate,Remote,2023-10-08,2023-10-12,5,Yes,Secondary,No College,0.0,5.0,Student,No Job,No,0,19-42
65a275d6-f0a3-4035-98eb-56f72beeea8f,28,Male,Riyadh Region,Riyadh,ce173b66-cd22-4a7a-9cb5-c872f6942f50,PCRF,PCRF,Emerging,Beginner,In-person,2023-07-23,2023-07-27,5,No,Bachelor,Information and Communication Technology,4.2,5.0,Employed,Full-time,Yes,0,23-40
7ac5264f-4769-4493-b097-84a9e80b7495,25,Female,Riyadh Region,Riyadh,5bc0a5dc-023b-42f1-b93a-852605abdbc9,CAUF,SWPS,Traditional,Beginner,Remote,2023-02-19,2023-02-21,3,Yes,Bachelor,"Natural Sciences, Mathematics and Statistics",4.0,5.0,Unemployed,No Job,No,0,19-41
81812785-5dfb-439e-bf13-098296ee7ea0,24,Female,Riyadh Region,Riyadh,2ec15f6b-233b-428a-b9f5-e40bc8d14cf9,TOSL,TOSL,Traditional,Beginner,In-person,2023-09-17,2023-10-19,33,Yes,Bachelor,Information and Communication Technology,4.0,5.0,Unemployed,No Job,No,0,21-38
a49565f5-7065-4d80-b633-11d498af8c17,26,Female,Riyadh Region,Riyadh,0a189924-a682-4deb-80c9-5525ebd2b9da,CAUF,SWPS,Traditional,Intermediate,Remote,2022-12-04,2022-12-22,19,Yes,Bachelor,Information and Communication Technology,4.6,5.0,Graduate,No Job,No,0,20-45
fdb77c3a-6063-499a-ab12-00d070b1f0be,30,Female,Riyadh Region,Riyadh,0d12d5ef-7965-4a0d-a18c-7cc826c4f971,APMR,SRTA,Supportive,Beginner,In-person,2022-11-27,2022-12-01,5,No,Bachelor,Information and Communication Technology,4.75,5.0,Employed,Full-time,Yes,1,24-42
2c60286f-2084-4065-a3f9-4f6d5a6163ae,37,Male,Riyadh Region,Riyadh,f166679b-c2b6-4a12-823c-4db899d1e94a,ABIR,INFA,Emerging,Advanced,In-person,2023-06-11,2023-06-22,12,Yes,Bachelor,Information and Communication Technology,2.0,4.0,Employed,Full-time,Yes,0,27-45
0f95941b-9311-4827-ab00-4b1973d36ab6,23,Male,Makkah Region,Jeddah,8d7f7985-b199-4712-9dfd-32f5e4a8eb85,INFA,INFA,Traditional,Beginner,Remote,2023-03-05,2023-03-09,5,Yes,Bachelor,Information and Communication Technology,4.33,5.0,Unemployed,No Job,No,0,20-46
3758531e-6216-47c6-b860-fb9d4dc94b8f,35,Male,Riyadh Region,Riyadh,0d6336e2-4a79-4c32-8f15-073f9a4f6976,PCRF,PCRF,Traditional,Beginner,In-person,2023-10-29,2023-11-09,12,Yes,Bachelor,"Business, Management and Law",90.0,100.0,Employed - Student,Full-time,Yes,1,19-48
de4c91ce-cb40-4850-9fc4-211041c08a2f,22,Female,Riyadh Region,Riyadh,b0ee753e-5f35-4dc8-ae46-03af557569c0,APMR,No sub,Traditional,Intermediate,In-person,2023-05-07,2023-05-18,12,Yes,Bachelor,Information and Communication Technology,4.5,5.0,Graduate,No Job,No,0,19-35
bb55401c-1ae3-4d22-88c1-30a09bc1b57b,37,Female,Riyadh Region,Riyadh,ce173b66-cd22-4a7a-9cb5-c872f6942f50,PCRF,PCRF,Traditional,Beginner,In-person,2023-07-23,2023-07-27,5,No,Bachelor,Information and Communication Technology,2.34,4.0,Unemployed,No Job,No,1,23-40
dde899a1-7a72-484f-b5a4-b06e34482acd,24,Female,Qassim Region,Buraidah,cc8e4e42-65d5-4fa1-82f9-6c6c2d508b60,APMR,SWPS,Traditional,Intermediate,In-person,2023-04-02,2023-04-06,5,Yes,Bachelor,Information and Communication Technology,3.5,5.0,Unemployed,No Job,No,0,20-46
6fe3d30b-941c-4a78-a3e1-ad654d4f8bc2,25,Male,Riyadh Region,Riyadh,5d329fe7-6d33-4a17-a4a6-3c4d80faaa2b,CAUF,SWPS,Traditional,Intermediate,In-person,2023-07-23,2023-09-14,54,Yes,Bachelor,Information and Communication Technology,4.76,5.0,Graduate,No Job,No,0,23-32
40a43f58-2073-4eac-86ba-a41ee136801e,28,Female,Jazan Region,Abu Arish,46e7d55e-f11d-47c3-8310-a907c1584671,ABIR,No sub,Traditional,Beginner,Remote,2022-07-03,2022-07-07,5,Yes,Bachelor,Information and Communication Technology,3.0,5.0,Employed,Full-time,Yes,0,19-43
b9648e96-7e1f-429a-89ef-9c323f75407c,35,Male,Riyadh Region,Riyadh,b9d1b38d-44e0-4943-a008-8cb527a88f3c,APMR,SRTA,Traditional,Intermediate,In-person,2023-07-30,2023-08-03,5,Yes,Bachelor,Information and Communication Technology,3.8,5.0,Employed,Full-time,Yes,0,24-44
8c1aa69b-7bc4-43c7-9adf-cc71977c253b,28,Female,Riyadh Region,Riyadh,a09d8831-8bc0-43f9-8a83-1c164106155f,PCRF,PCRF,Traditional,Intermediate,In-person,2023-05-14,2023-05-18,5,No,Bachelor,Information and Communication Technology,2.0,4.0,Graduate,No Job,No,1,18-41
92adcdba-132e-4ddc-885e-dd7463f7ea51,21,Female,Riyadh Region,Riyadh,a0282350-7236-47f4-acd0-88cfb67ade07,CAUF,CRDP,Supportive,Beginner,In-person,2022-10-16,2022-10-20,5,Yes,Secondary,No College,98.7,100.0,Student,No Job,No,0,19-41
894090d6-da8a-465b-8868-cd28d2a873a9,34,Female,Riyadh Region,Riyadh,531f48de-b31b-487a-8326-30d8e7dd5254,CAUF,ERST,Traditional,Intermediate,In-person,2023-02-05,2023-03-02,26,Yes,Bachelor,Information and Communication Technology,4.24,5.0,Employed,Full-time,Yes,0,22-36
